country,date,confirmed,recovered,deaths,first_date,population,density,median_age,urban_population,confirmed_change,deaths_change,recovered_change,days_since_first_case
New Zealand,2020-03-11,5,0,0,2020-03-22,4822233,18,38,0.87,0,0,0,-11
New Zealand,2020-03-12,5,0,0,2020-03-22,4822233,18,38,0.87,0,0,0,-10
New Zealand,2020-04-01,708,83,1,2020-03-22,4822233,18,38,0.87,61,0,9,10
New Zealand,2020-04-04,950,127,1,2020-03-22,4822233,18,38,0.87,82,0,24,13
New Zealand,2020-04-07,1160,241,1,2020-03-22,4822233,18,38,0.87,54,0,65,16
New Zealand,2020-03-18,20,0,0,2020-03-22,4822233,18,38,0.87,8,0,0,-4
New Zealand,2020-02-29,1,0,0,2020-03-22,4822233,18,38,0.87,0,0,0,-22
New Zealand,2020-03-31,647,74,1,2020-03-22,4822233,18,38,0.87,58,0,11,9
New Zealand,2020-03-14,6,0,0,2020-03-22,4822233,18,38,0.87,1,0,0,-8
New Zealand,2020-03-26,283,27,0,2020-03-22,4822233,18,38,0.87,78,0,5,4
New Zealand,2020-03-28,451,50,0,2020-03-22,4822233,18,38,0.87,83,0,13,6
New Zealand,2020-03-04,3,0,0,2020-03-22,4822233,18,38,0.87,2,0,0,-18
New Zealand,2020-03-15,8,0,0,2020-03-22,4822233,18,38,0.87,2,0,0,-7
New Zealand,2020-03-21,52,0,0,2020-03-22,4822233,18,38,0.87,13,0,0,-1
New Zealand,2020-04-05,1039,156,1,2020-03-22,4822233,18,38,0.87,89,0,29,14
New Zealand,2020-02-28,1,0,0,2020-03-22,4822233,18,38,0.87,1,0,0,-23
New Zealand,2020-03-08,5,0,0,2020-03-22,4822233,18,38,0.87,0,0,0,-14
New Zealand,2020-03-29,514,56,1,2020-03-22,4822233,18,38,0.87,63,1,6,7
New Zealand,2020-03-13,5,0,0,2020-03-22,4822233,18,38,0.87,0,0,0,-9
New Zealand,2020-03-23,102,0,0,2020-03-22,4822233,18,38,0.87,0,0,0,1
New Zealand,2020-03-10,5,0,0,2020-03-22,4822233,18,38,0.87,0,0,0,-12
New Zealand,2020-04-02,797,92,1,2020-03-22,4822233,18,38,0.87,89,0,9,11
New Zealand,2020-03-16,8,0,0,2020-03-22,4822233,18,38,0.87,0,0,0,-6
New Zealand,2020-03-27,368,37,0,2020-03-22,4822233,18,38,0.87,85,0,10,5
New Zealand,2020-03-20,39,0,0,2020-03-22,4822233,18,38,0.87,11,0,0,-2
New Zealand,2020-03-06,4,0,0,2020-03-22,4822233,18,38,0.87,1,0,0,-16
New Zealand,2020-03-02,1,0,0,2020-03-22,4822233,18,38,0.87,0,0,0,-20
New Zealand,2020-03-17,12,0,0,2020-03-22,4822233,18,38,0.87,4,0,0,-5
New Zealand,2020-04-03,868,103,1,2020-03-22,4822233,18,38,0.87,71,0,11,12
New Zealand,2020-03-01,1,0,0,2020-03-22,4822233,18,38,0.87,0,0,0,-21
New Zealand,2020-03-09,5,0,0,2020-03-22,4822233,18,38,0.87,0,0,0,-13
New Zealand,2020-03-19,28,0,0,2020-03-22,4822233,18,38,0.87,8,0,0,-3
New Zealand,2020-03-22,102,0,0,2020-03-22,4822233,18,38,0.87,50,0,0,0
New Zealand,2020-03-24,155,12,0,2020-03-22,4822233,18,38,0.87,53,0,12,2
